interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_001111,conv_53674_53673,okay jw why <USER> version of Creep or Somebody to Love is not on <USER> yet? i’m just tryna jam,okay jw why <USER> version of Creep or Somebody to Love is not on <USER> yet? i’m just tryna jam,<USER> 2: can't be reached with the content provider. You can find more info about Spotify content here: <URL> /JE,@128138 2: can't be reached with the content provider. You can find more info about Spotify content here: https://t.co/0i8GpimuDa /JE,clarification_request,True,53674,53673,Wed Nov 01 17:33:39 +0000 2017,Other / Ambiguous
int_001112,conv_190063_190062,"<USER> Pixel AND Pixel XL, both running 8.0. Both with latest Spotify version 8.4.21.508.","<USER> Pixel AND Pixel XL, both running 8.0. Both with latest Spotify version 8.4.21.508.","<USER> Thanks. Can you try restarting your device, then log out and back in? Let us know how it goes /AU","@160564 Thanks. Can you try restarting your device, then log out and back in? Let us know how it goes /AU",troubleshooting,True,190063,190062,Wed Oct 04 22:34:00 +0000 2017,Other / Ambiguous
int_001113,conv_1222450_1222449,"<USER> I’m confused, if I have premium. I know I don’t own, but I wanted to feel like it. What is the maximum &amp; why? Thanks <URL>","<USER> I’m confused, if I have premium. I know I don’t own, but I wanted to feel like it. What is the maximum &amp; why? Thanks <URL>","<USER> 2: More info here: <URL> Not to worry, we'll pass on your feedback to the right team /MT","@406847 2: More info here: https://t.co/WSjJgGAmPy. Not to worry, we'll pass on your feedback to the right team /MT",clarification_request,True,1222450,1222449,Sun Oct 15 20:41:00 +0000 2017,Premium / Subscription
int_001114,conv_2577791_2577790,<USER> my music keeps pausing and skipping whenever I have my headphones plugged in on iphone 7. Its so annoying im paying for this service and I cant even listen to my music anymore?!!,<USER> my music keeps pausing and skipping whenever I have my headphones plugged in on iphone 7. Its so annoying im paying for this service and I cant even listen to my music anymore?!!,<USER> Hey there! That's not cool. Can you let us know the exact iOS and Spotify versions you're rocking? We'll see what we can suggest /QI,@210396 Hey there! That's not cool. Can you let us know the exact iOS and Spotify versions you're rocking? We'll see what we can suggest /QI,clarification_request,True,2577791,2577790,Sun Nov 26 10:14:16 +0000 2017,Playback / Audio
int_001115,conv_781149_781151,"<USER> Thanks, <USER>. That's what I hoped to do, but it looks like the gift cards can't be used to pay for Premium for Family, right?","<USER> Thanks, <USER>. That's what I hoped to do, but it looks like the gift cards can't be used to pay for Premium for Family, right?","<USER> That's correct. Only recurring payment methods like debit/credit cards and PayPal are allowed when upgrading to Premium for Family. For more info about the Family plan, just head here: <URL> If you need more help, we'll be right here /NY","@306498 That's correct. Only recurring payment methods like debit/credit cards and PayPal are allowed when upgrading to Premium for Family. For more info about the Family plan, just head here: https://t.co/bzzki7lPS1. If you need more help, we'll be right here /NY",clarification_request,True,781149,781151,Sun Nov 26 03:35:58 +0000 2017,Premium / Subscription
int_001116,conv_1811559_1811558,<USER> is there a limit to playlists you can make? please stop me i am out of control,<USER> is there a limit to playlists you can make? please stop me i am out of control,"<USER> 1: Hey Tatiana! We hear you loud and clear. You can create as much playlists as you can, but there's currently a 10k limit...","@544267 1: Hey Tatiana! We hear you loud and clear. You can create as much playlists as you can, but there's currently a 10k limit...",informational,True,1811559,1811558,Sun Oct 15 00:40:28 +0000 2017,Playback / Audio
int_001117,conv_1898854_1898853,<USER> deleting half my downloaded songs for some reason and I gotta redownload it all back 😒😒😒 WHY IT DO THAT THO. IS IT A BUG??? <URL>,<USER> deleting half my downloaded songs for some reason and I gotta redownload it all back 😒😒😒 WHY IT DO THAT THO. IS IT A BUG??? <URL>,"<USER> Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <URL> Keep us posted /ND","@565919 Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. Keep us posted /ND",informational,True,1898854,1898853,Mon Oct 23 16:55:19 +0000 2017,Playback / Audio
int_001118,conv_1650404_1650403,"<USER> I'm having trouble getting into my Spotify premium account under the name Ed Ledsham, username carrioncrow","<USER> I'm having trouble getting into my Spotify premium account under the name Ed Ledsham, username carrioncrow",<USER> Hey! We’re sorry to hear that. Check out: <URL> for what to do next /JS,@504102 Hey! We’re sorry to hear that. Check out: https://t.co/QHn3ok8y2n for what to do next /JS,informational,True,1650404,1650403,Mon Nov 06 00:18:28 +0000 2017,Account / Login / Security
int_001119,conv_1910162_1910161,"<USER> Hey, what happened I can not see my artist page, I already have my account verified. But I'm getting request to check again","<USER> Hey, what happened I can not see my artist page, I already have my account verified. But I'm getting request to check again",<USER> Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: <URL> /KP,@569051 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,informational,True,1910162,1910161,Tue Oct 24 21:06:00 +0000 2017,Account / Login / Security
int_001120,conv_2264764_2264763,<USER> so is <USER> really free with the premium/ student account,<USER> so is <USER> really free with the premium/ student account,"<USER> 1: Hi, help's here! With the Student Discount + Hulu bundle, you can enjoy Premium at a discounted rate &amp; access to Hulu’s streaming...","@461069 1: Hi, help's here! With the Student Discount + Hulu bundle, you can enjoy Premium at a discounted rate &amp; access to Hulu’s streaming...",informational,True,2264764,2264763,Sat Nov 11 02:32:15 +0000 2017,Account / Login / Security
int_001121,conv_2508308_2508307,<USER> my discover weekly this week was v disappointing. I’m now super familiar with the next button🤭not losing faith though😎,<USER> my discover weekly this week was v disappointing. I’m now super familiar with the next button🤭not losing faith though😎,<USER> Hi there! Sorry to hear Discover Weekly wasn’t to your liking this week. It’ll be re-tuned on Monday. Check out Daily Mix in the meantime 🙂 /NH,@715100 Hi there! Sorry to hear Discover Weekly wasn’t to your liking this week. It’ll be re-tuned on Monday. Check out Daily Mix in the meantime 🙂 /NH,informational,True,2508308,2508307,Wed Nov 15 18:47:50 +0000 2017,App / Device / Technical
int_001122,conv_2748528_2748527,Hey <USER> hmu when I can permanently ban songs instead of just 👎🏼 only for it to continue to play 🙄,Hey <USER> hmu when I can permanently ban songs instead of just 👎🏼 only for it to continue to play 🙄,"<USER> Hey there! This isn't possible right now, but you can show your support for the idea in our Community: <URL> /AR","@222224 Hey there! This isn't possible right now, but you can show your support for the idea in our Community: https://t.co/oGDLtirXki /AR",informational,True,2748528,2748527,Mon Nov 20 23:12:25 +0000 2017,Playback / Audio
int_001123,conv_1677316_1677315,Hey <USER> it’s 2017 and we still can’t save the current song outside of the Spotify app #LetsMakeMoves,Hey <USER> it’s 2017 and we still can’t save the current song outside of the Spotify app #LetsMakeMoves,<USER> Hey there! We're afraid this isn't possible due to licensing. More info on our T&amp;Cs here: <URL> /PB,@510202 Hey there! We're afraid this isn't possible due to licensing. More info on our T&amp;Cs here: https://t.co/IKxDNowKqD /PB,clarification_request,True,1677316,1677315,Mon Nov 06 13:49:10 +0000 2017,Playback / Audio
int_001124,conv_2950144_2950147,<USER> Everytime i receive and open snapchat. Is happening to some of my friends too!,<USER> Everytime i receive and open snapchat. Is happening to some of my friends too!,"<USER> Hmm, that's odd. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JI","@814722 Hmm, that's odd. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JI",clarification_request,True,2950144,2950147,Wed Nov 29 17:16:45 +0000 2017,App / Device / Technical
int_001125,conv_2349709_2349707,<USER> why can't I control my Spotify from my phone app anymore? Used to be able to control other devices from my mobile. Now only gives me info on other devices.,<USER> why can't I control my Spotify from my phone app anymore? Used to be able to control other devices from my mobile. Now only gives me info on other devices.,"<USER> Hi Emily! Can you tell us more about what's happening? We'd also like to know your device, operating system, and Spotify version /NH","@679179 Hi Emily! Can you tell us more about what's happening? We'd also like to know your device, operating system, and Spotify version /NH",clarification_request,True,2349709,2349707,Mon Nov 13 15:10:03 +0000 2017,App / Device / Technical
int_001126,conv_2058723_2058721,<USER> Quick question: Is there a place where I can see the new music from all artists I follow without having to check them each?,<USER> Quick question: Is there a place where I can see the new music from all artists I follow without having to check them each?,"<USER> Hi! Yes, you can check out Release Radar. We have more info here: <URL> Drop us a tweet if you have other questions /MT","@608888 Hi! Yes, you can check out Release Radar. We have more info here: https://t.co/S07ZImtiiV. Drop us a tweet if you have other questions /MT",clarification_request,True,2058723,2058721,Sat Oct 07 05:17:27 +0000 2017,Playback / Audio
int_001127,conv_2895456_2895454,"<USER> 4 months worth of additions to my playlist are missing when listening on my PC, I can still see them on my phone.","<USER> 4 months worth of additions to my playlist are missing when listening on my PC, I can still see them on my phone.",<USER> Hey there! That's not cool. Can you let us know the operating system and app version you're running on your PC? We'll see what we can suggest /PB,@802394 Hey there! That's not cool. Can you let us know the operating system and app version you're running on your PC? We'll see what we can suggest /PB,clarification_request,True,2895456,2895454,Tue Nov 28 14:31:47 +0000 2017,Playlist / Library
